SMILES,human,rat,mouse,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
CC(C(c1ccc([nH]c1=O)c1ccc2c(c1)c(F)ccc2)C(=O)NC1CCN(CC1)S(=O)(=O)C)C,1,1,1,499.6,35,16,0.38,7,6,2,139.66,107.72,3.38,3.62,4.73,2.49,4.38,3.72,-5.09,0.00402,8.05E-06,Moderately soluble,-5.57,0.00135,2.69E-06,Moderately soluble,-7.9,6.23E-06,1.25E-08,Poorly soluble,High,No,Yes,No,No,Yes,No,Yes,-6.78,0,2,0,0,0,0.55,0,0,2,4.17
O=C(c1ccc2c(c1)OCCO2)c1cnc([nH]1)c1c[nH]c2c1cccc2,-1,1,0,345.35,26,20,0.1,3,4,2,96.62,80,2.25,3.24,3.56,1.16,4.56,2.95,-4.39,0.014,4.04E-05,Moderately soluble,-4.59,0.00881,2.55E-05,Moderately soluble,-7.1,2.74E-05,7.94E-08,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.11,0,0,0,0,0,0.55,0,0,0,2.97
Clc1cccc(c1)Nc1nn(c2c1c(N)ncn2)C(C)(C)C,-1,0,0,316.79,22,15,0.27,3,3,2,89.85,81.65,2.78,3.23,3.57,3.04,1.75,2.87,-4.15,0.0227,7.15E-05,Moderately soluble,-4.62,0.00764,2.41E-05,Moderately soluble,-5.36,0.00139,4.39E-06,Moderately soluble,High,No,Yes,Yes,Yes,Yes,No,No,-5.94,0,0,0,0,0,0.55,0,0,0,2.99
Nc1ccc(cc1)c1ccc(s1)CNCCNc1ccnc2c1ccc(c2)Cl,-1,-1,1,408.95,28,21,0.14,7,2,3,120.68,91.21,3.52,4.56,5.07,3.09,5.64,4.37,-5.34,0.00186,4.56E-06,Moderately soluble,-6.2,0.000259,6.33E-07,Poorly soluble,-9.49,1.31E-07,3.21E-10,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-5.56,0,0,0,0,0,0.55,0,1,2,3
N#Cc1ccc(n1C)C(=O)NCc1c(F)cccc1Cl,-1,-1,1,291.71,20,11,0.14,4,3,1,72.86,57.82,2.64,2.55,2.89,1.76,3,2.57,-3.4,0.117,0.0004,Soluble,-3.41,0.113,0.000388,Soluble,-5.07,0.00251,8.59E-06,Moderately soluble,High,Yes,No,Yes,Yes,Yes,No,No,-6.27,0,0,0,0,0,0.55,0,0,0,2.4
CC1CCCN(C1)CCCNC(=O)C1CCN(CC1)Cc1nc(oc1C)c1c(C)cccc1Cl,-1,0,-1,487.08,34,11,0.63,9,5,1,146.35,61.61,4.32,4.71,4.15,3.08,5.49,4.35,-5.47,0.00164,3.37E-06,Moderately soluble,-5.73,0.000902,1.85E-06,Moderately soluble,-7.98,5.14E-06,1.05E-08,Poorly soluble,High,Yes,Yes,No,No,No,Yes,Yes,-5.93,0,3,0,0,0,0.55,0,0,3,4.82
NC(=O)NC(=O)C([C@@H]1c2ccc(nc2Oc2c1cccc2F)c1ccc(nc1)OC(C)C)(C)C,-1,0,-1,464.49,34,18,0.28,7,7,2,123.13,116.43,3.09,4.24,4.95,2.81,3.83,3.79,-5.32,0.00222,4.78E-06,Moderately soluble,-6.4,0.000187,4.02E-07,Poorly soluble,-7.58,1.21E-05,2.60E-08,Poorly soluble,Low,No,Yes,No,Yes,Yes,No,Yes,-6.12,0,0,0,0,0,0.55,0,0,2,4.38
O=c1cc(C)c2c(o1)c1c(c(c2)O)OC([C@@H]([C@@H]1OC(=O)C12CCC(C2(C)C)(C(=O)O1)C)OC(=O)C12CCC(C2(C)C)(C(=O)O1)C)(C)C,0,-1,-1,652.68,47,10,0.63,6,12,1,165.14,164.87,3.8,4.62,4.39,2.96,6.1,4.38,-6.56,0.00018,2.76E-07,Poorly soluble,-7.81,1.02E-05,1.56E-08,Poorly soluble,-8.13,4.79E-06,7.35E-09,Poorly soluble,Low,No,Yes,No,No,Yes,No,No,-7,2,3,1,1,3,0.17,0,2,2,7.66
COCC(n1ncc(c1)Nc1ncc(c(n1)NCc1cccc(c1)NC(=O)C=C)Cl)(C)C,-1,-1,0,455.94,32,17,0.27,11,5,3,126.27,105.99,2.84,2.97,3.65,1.82,2.65,2.79,-4.21,0.0284,6.24E-05,Moderately soluble,-4.86,0.00631,1.38E-05,Moderately soluble,-7.5,1.46E-05,3.20E-08,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.97,0,0,1,0,0,0.55,0,1,2,3.46
N#CCNC(=O)c1cccc(c1)c1n[nH]c(c1)c1ccc(c(c1)Br)N1CCN(CC1)C,-1,0,-1,479.37,31,17,0.26,6,4,2,130.97,88.05,2.91,3.23,2.75,1.94,3.76,2.92,-4.86,0.00667,1.39E-05,Moderately soluble,-4.75,0.00849,1.77E-05,Moderately soluble,-7.63,1.13E-05,2.37E-08,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.93,0,1,0,0,0,0.55,0,1,1,3.21
CC(Oc1cccc(c1)c1cnc(s1)N1CCC(CC1)C(=O)N)C,0,-1,0,345.46,24,11,0.44,5,3,1,100.82,96.69,3.07,3.21,2.92,1.75,3.53,2.9,-4.01,0.0335,9.70E-05,Moderately soluble,-4.91,0.00422,1.22E-05,Moderately soluble,-4.42,0.0131,3.78E-05,Moderately soluble,High,No,Yes,Yes,Yes,Yes,No,Yes,-6.13,0,0,0,0,0,0.55,0,0,0,3.13
N#Cc1ccc(cc1)c1cnc2n1cc(nc2)c1ccc(cc1)C(=O)N1CCN(CC1)C,1,-1,1,422.48,32,21,0.2,4,5,0,129.5,77.53,3.44,3.01,2.56,1.2,2.83,2.61,-4.58,0.0112,2.65E-05,Moderately soluble,-4.3,0.021,4.98E-05,Moderately soluble,-6.85,5.93E-05,1.40E-07,Poorly soluble,High,Yes,Yes,No,No,Yes,No,Yes,-6.74,0,0,0,0,0,0.55,0,0,1,3.17
O=c1c2ccncc2n2c(n1CCc1ccccc1)n[nH]c2=S,-1,0,-1,323.37,23,19,0.12,3,3,1,90.49,100.07,2.35,1.95,2.34,2.18,3.19,2.4,-3.49,0.105,0.000326,Soluble,-3.68,0.0682,0.000211,Soluble,-5.14,0.00234,7.24E-06,Moderately soluble,High,No,No,Yes,No,Yes,No,No,-6.89,0,0,0,0,0,0.55,0,1,0,2.52
COc1cc(OCc2csc(n2)c2ccc(cc2)C(F)(F)F)c2c(c1)oc(c2)c1cn2c(n1)sc(n2)OC,-1,1,-1,558.55,38,28,0.16,8,10,0,136.14,140.39,5.23,6.3,7.94,3,7.1,5.91,-7.29,2.87E-05,5.14E-08,Poorly soluble,-9.04,5.13E-07,9.19E-10,Poorly soluble,-9.36,2.44E-07,4.38E-10,Poorly soluble,Low,No,Yes,No,No,Yes,No,Yes,-5.23,1,3,1,2,1,0.55,0,0,3,4.38
O=c1c2CSCCc2[nH]c2c1cc(cc2)c1ccc(cc1)C(F)(F)F,-1,-1,0,361.38,25,16,0.21,2,4,1,95.22,58.16,2.9,4.57,6,3.84,6.42,4.75,-5.3,0.00181,5.00E-06,Moderately soluble,-5.51,0.0011,3.06E-06,Moderately soluble,-7.9,4.51E-06,1.25E-08,Poorly soluble,High,No,Yes,Yes,Yes,Yes,No,Yes,-5.26,0,1,0,1,0,0.55,0,0,2,3.17
O=C(c1ccnc2c1nccc2)NC1CC(C1)c1nnc(n1c1ccccc1Cl)c1ccncn1,-1,-1,0,482.92,35,27,0.16,6,7,1,130.28,111.37,2.19,2.59,4,2.39,3.2,2.87,-4.64,0.011,2.29E-05,Moderately soluble,-4.58,0.0128,2.64E-05,Moderately soluble,-8.88,6.37E-07,1.32E-09,Poorly soluble,High,No,Yes,No,No,Yes,Yes,Yes,-7.41,0,2,0,0,0,0.55,0,0,1,4.23
O=C([C@H](Cc1c(C)cc(cc1C)O)N)NCc1cc(ccc1OCC1CC1)Cc1ccccc1,-1,-1,1,458.59,34,18,0.34,11,4,3,136.23,84.58,3.2,5.13,4.36,3.42,6.23,4.47,-5.58,0.0012,2.62E-06,Moderately soluble,-6.65,0.000102,2.23E-07,Poorly soluble,-9.15,3.28E-07,7.14E-10,Poorly soluble,High,No,Yes,No,Yes,No,Yes,Yes,-5.46,0,1,1,0,1,0.55,0,0,3,3.85
COc1cc(NC(CCCNC(=O)C2CCC3(CC2)OOC2(OO3)C3CC4CC2CC(C3)C4)C)c2c(c1c1ccc(cc1)Cl)cccn2,-1,1,-1,676.24,48,16,0.58,10,7,2,185.78,100.17,6.2,7.89,8.02,5.07,6.35,6.71,-8.59,1.74E-06,2.57E-09,Poorly soluble,-9.84,9.72E-08,1.44E-10,Poorly soluble,-10.47,2.29E-08,3.39E-11,Insoluble,Low,No,No,No,No,No,No,Yes,-4.82,2,4,0,1,3,0.17,0,1,3,8.13
COc1cc(OCc2cccc(c2)c2ccc(cn2)C(F)(F)F)c2c(c1)oc(c2)c1cn2c(n1)sc(n2)OC,1,0,-1,552.52,39,29,0.15,8,10,0,138.27,112.15,4.76,6.17,7.88,3.09,6.47,5.68,-7.18,3.69E-05,6.68E-08,Poorly soluble,-8.31,2.71E-06,4.91E-09,Poorly soluble,-10.1,4.42E-08,8.00E-11,Insoluble,Low,No,No,No,No,Yes,No,Yes,-5.29,1,3,0,1,1,0.55,0,0,3,4.38
Cc1cn2c(s1)nc(c2C(=O)NCc1ccc(c(c1)F)N1CCN(CC1)c1ccc(cn1)C(F)(F)F)C,0,-1,-1,532.56,37,20,0.32,7,7,1,139.74,94.01,4.49,5.73,5.48,3.19,5.06,4.79,-6.69,0.000109,2.04E-07,Poorly soluble,-7.47,1.80E-05,3.38E-08,Poorly soluble,-7.93,6.30E-06,1.18E-08,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,No,-5.48,1,2,0,0,1,0.55,1,0,2,3.83
Cc1ccc(cc1)CCNc1cc(nc2n1ncn2)c1ccccc1,-1,-1,1,329.4,25,21,0.15,5,3,1,99.78,55.11,3.31,4.4,3.56,3.36,3.32,3.59,-4.95,0.00373,1.13E-05,Moderately soluble,-5.27,0.00175,5.32E-06,Moderately soluble,-7.6,8.33E-06,2.53E-08,Poorly soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-5.19,0,0,0,0,0,0.55,0,0,1,2.82
N#CC1(CC1)n1nnc(c1)[C@H](C1CCCCC1)NC(=O)c1ccncc1,0,-1,-1,350.42,26,11,0.53,6,5,1,95.23,96.49,2.9,2.06,2.35,1.25,2.12,2.14,-3.23,0.208,0.000592,Soluble,-3.72,0.0675,0.000193,Soluble,-4.53,0.0103,2.93E-05,Moderately soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.97,0,0,0,0,0,0.55,0,0,1,3.63
O=C(c1ccc(cc1)c1ccc2c(c1)CCN(C2=O)CCN1CCCC1)N(C)C,-1,0,-1,391.51,29,12,0.42,6,3,0,123.17,43.86,3.82,3.03,2.39,2.97,3.7,3.18,-4.09,0.0321,8.20E-05,Moderately soluble,-3.62,0.0947,0.000242,Soluble,-6.21,0.00024,6.12E-07,Poorly soluble,High,Yes,Yes,No,Yes,Yes,Yes,Yes,-6.54,0,0,0,0,0,0.55,0,0,1,2.92
CNC(=O)c1cccc(c1)c1cnc(o1)Nc1ccc(cc1)F,0,-1,0,311.31,23,17,0.06,5,4,2,84.44,67.16,2.71,3.25,4,2.35,3.15,3.09,-4.03,0.0287,9.23E-05,Moderately soluble,-4.33,0.0144,4.63E-05,Moderately soluble,-6.97,3.30E-05,1.06E-07,Poorly soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-5.89,0,0,0,0,0,0.55,0,0,0,2.97
Fc1ccc2c(c1)c(=O)n(c1n2c(=S)[nH]n1)CCc1ccccn1,1,1,-1,341.36,24,19,0.12,3,4,1,90.45,100.07,2.53,5.3,2.9,2.57,-2.81,2.1,-5.68,0.000708,2.07E-06,Moderately soluble,-7.15,2.40E-05,7.04E-08,Poorly soluble,-5.16,0.00237,6.93E-06,Moderately soluble,High,No,No,Yes,No,Yes,Yes,No,-4.62,0,0,0,0,1,0.55,0,1,1,2.66
Brc1cccc(c1)C(=O)Nc1scc(n1)c1ccccn1,0,-1,0,360.23,21,17,0,4,3,1,87.26,83.12,2.03,3.44,4.03,2.26,4.39,3.23,-4.58,0.00957,2.66E-05,Moderately soluble,-4.87,0.0049,1.36E-05,Moderately soluble,-6.76,6.23E-05,1.73E-07,Poorly soluble,High,No,No,Yes,Yes,Yes,Yes,Yes,-6.05,0,0,0,0,0,0.55,0,0,1,2.74
Oc1ccc2c(c1)CC(NC2)CN1CCC2(CC1)CCc1c2cccc1,0,-1,-1,348.48,26,12,0.48,2,3,2,113.37,35.5,3.42,3.89,2.47,3.51,4.16,3.49,-4.66,0.00761,2.18E-05,Moderately soluble,-4.33,0.0162,4.64E-05,Moderately soluble,-6.62,8.34E-05,2.39E-07,Poorly soluble,High,Yes,Yes,No,No,No,Yes,No,-5.66,0,0,0,0,0,0.55,0,0,1,3.99
CN1CCN(CC1)C(=O)c1cn(cc1c1cccc2c1cccc2)Cc1cncn1Cc1ccc2c(c1)OCO2,1,1,-1,533.62,40,26,0.25,7,5,0,161.65,64.76,3.67,3.94,3.96,2.35,4.02,3.59,-5.65,0.0012,2.24E-06,Moderately soluble,-5,0.00534,1.00E-05,Moderately soluble,-8.48,1.75E-06,3.28E-09,Poorly soluble,High,Yes,Yes,No,Yes,Yes,Yes,Yes,-6.76,1,3,0,0,0,0.55,0,0,2,4.02
Fc1ccc(cc1)CNC(=O)c1ccc(nn1)N1CC2(C1)CN(C2)S(=O)(=O)c1ccccc1C,-1,-1,0,481.54,34,18,0.29,7,7,1,130.94,103.88,3.3,2.38,2.95,2.54,2.44,2.72,-4.25,0.0268,5.56E-05,Moderately soluble,-4.2,0.0302,6.27E-05,Moderately soluble,-7.57,1.30E-05,2.70E-08,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7.55,0,2,0,0,0,0.55,0,0,1,3.85
O=C(Nc1ccc(cc1Cl)c1ccc(cc1)OCC(=O)O)CCC(=O)N(c1ccc(cc1Cl)C(C)(C)C)C,0,-1,-1,557.46,38,18,0.28,12,5,2,152.09,95.94,4.45,6.14,6.61,4.46,6.23,5.58,-6.72,0.000105,1.89E-07,Poorly soluble,-7.94,6.44E-06,1.16E-08,Poorly soluble,-9.63,1.31E-07,2.36E-10,Poorly soluble,Low,No,Yes,No,Yes,Yes,Yes,No,-5.34,2,3,1,1,1,0.56,0,0,3,3.31
O=c1[nH]nc2c3c1cccc3NC(C2c1ccccc1)c1ccc(cc1)CN1CCCC1,-1,0,-1,422.52,32,22,0.26,4,3,2,135.32,61.02,3.43,4.26,3.39,4.06,5.09,4.04,-5.39,0.00173,4.09E-06,Moderately soluble,-5.25,0.00236,5.58E-06,Moderately soluble,-9.16,2.90E-07,6.87E-10,Poorly soluble,High,Yes,Yes,No,Yes,Yes,Yes,Yes,-5.85,0,1,0,0,0,0.55,0,0,2,4.25
CC(CCc1cc(nc(n1)N)N(CCNc1ccnc(n1)N)C)C,-1,-1,0,330.43,24,12,0.5,8,4,3,98.47,118.87,2.7,2.24,1.39,1.07,0.79,1.64,-3.14,0.238,0.000721,Soluble,-4.37,0.014,4.25E-05,Moderately soluble,-4.9,0.00418,1.26E-05,Moderately soluble,High,No,Yes,No,No,No,No,No,-6.73,0,0,0,0,0,0.55,0,0,1,3.14
COc1cc(cc(c1OC)OC)C(=O)NC(=Nc1ccc(c(c1)NC(=O)c1ccc(cc1)CCc1ccccc1)C)N,-1,-1,0,566.65,42,24,0.18,13,6,3,163.79,124.27,3.96,6.13,5.24,3.73,5.91,5,-6.78,9.40E-05,1.66E-07,Poorly soluble,-8.52,1.70E-06,3.01E-09,Poorly soluble,-11.01,5.60E-09,9.89E-12,Insoluble,Low,No,No,No,Yes,No,Yes,No,-5.4,1,3,1,0,1,0.55,0,2,3,4.17
CC[C@@H](c1nc2cccc(c2c(=O)n1c1ccccc1)CCCCCC(=O)NO)Nc1ncnc2c1[nH]cn2,-1,0,0,526.59,39,25,0.29,12,7,4,148.72,150.71,1.75,4.04,3.71,2.58,3.74,3.17,-5.33,0.00245,4.65E-06,Moderately soluble,-6.91,6.50E-05,1.23E-07,Poorly soluble,-9.35,2.38E-07,4.52E-10,Poorly soluble,Low,No,No,Yes,Yes,Yes,No,Yes,-6.64,2,2,2,1,1,0.17,0,2,3,4.57
CCOC1CCN(CC1)C1CN(C1)CC[C@@]1(CCC(=O)N(C1)CC1CC1)c1ccc(c(c1)Cl)Cl,-1,-1,-1,508.52,34,6,0.74,9,4,0,150.71,36.02,4.89,4.59,3.63,3.89,5.37,4.47,-5.42,0.00193,3.79E-06,Moderately soluble,-5.07,0.00432,8.50E-06,Moderately soluble,-6.82,7.71E-05,1.52E-07,Poorly soluble,High,Yes,No,No,No,No,Yes,Yes,-6.14,1,3,0,0,0,0.55,0,0,3,4.57
CCn1nnc2c1nc(nc2N1CCOCC1)c1ccc(cc1)NC(=O)Nc1cccs1,-1,0,-1,450.52,32,20,0.29,7,6,2,126.95,138.33,3.54,2.35,2.69,2.43,2.06,2.62,-4.11,0.0346,7.69E-05,Moderately soluble,-4.89,0.00574,1.27E-05,Moderately soluble,-6.18,0.0003,6.65E-07,Poorly soluble,Low,No,Yes,Yes,Yes,Yes,No,Yes,-7.38,0,0,0,1,0,0.55,0,0,1,3.64
Oc1cccc(c1)C1C[C@H]2CC[C@H](C1)N2Cc1c(F)cccc1F,-1,0,-1,329.38,24,12,0.4,3,4,1,94.07,23.47,0,4.46,4.89,4.49,4.43,3.65,-4.86,0.00451,1.37E-05,Moderately soluble,-4.67,0.00701,2.13E-05,Moderately soluble,-5.86,0.000455,1.38E-06,Moderately soluble,High,Yes,Yes,No,No,No,Yes,Yes,-5.14,1,0,0,0,0,0.55,0,0,1,3.87
CN(S(=O)(=O)c1cc(C(=O)O)c(cc1NCCCCCCCC(F)(F)F)OC1CCCC1)C,-1,-1,1,494.57,33,6,0.68,14,9,2,120.95,104.32,4.19,6,7.42,1.65,3.94,4.64,-5.9,0.000627,1.27E-06,Moderately soluble,-7.97,5.32E-06,1.08E-08,Poorly soluble,-6.3,0.000245,4.95E-07,Poorly soluble,Low,No,No,No,Yes,Yes,Yes,Yes,-5.06,0,2,1,1,1,0.56,0,0,3,3.85
COc1ccc(cc1)S(=O)(=O)N(c1cnc(c2c1cccc2)N(S(=O)(=O)c1ccc(cc1)F)CC(=O)O)CC(F)(F)F,0,-1,-1,627.58,42,22,0.15,11,12,1,143.8,150.94,2.38,4.63,8.26,2.33,2.34,3.99,-6.31,0.000308,4.90E-07,Poorly soluble,-7.53,1.87E-05,2.98E-08,Poorly soluble,-8.39,2.53E-06,4.03E-09,Poorly soluble,Low,No,No,Yes,No,Yes,No,Yes,-6.84,1,3,2,2,3,0.11,0,0,3,4.03
N#CC1(CC1)NC(=O)[C@@H](NC(=O)c1cnn(n1)C(C)C)Cc1ccc(c(c1)Cl)OC(F)(F)F,-1,-1,1,484.86,33,11,0.45,11,9,2,109.59,121.93,3.53,3.83,4.12,0.51,3.02,3,-4.78,0.00805,1.66E-05,Moderately soluble,-6.09,0.000398,8.20E-07,Poorly soluble,-5.82,0.000737,1.52E-06,Moderately soluble,High,No,No,No,Yes,Yes,No,Yes,-6.54,0,1,1,0,0,0.55,0,0,3,3.64
O=Cc1cn(c2c1cc(F)cc2)C[C@@](C(=O)Nc1ccc(c(c1)C(F)(F)F)C#N)(O)C,-1,-1,1,433.36,31,15,0.19,7,8,2,102.91,95.12,2.14,2.54,5.25,1.85,4.11,3.18,-4.02,0.0411,9.48E-05,Moderately soluble,-4.18,0.0283,6.54E-05,Moderately soluble,-6.33,0.000201,4.65E-07,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7.14,0,0,0,0,0,0.55,0,1,1,3.32
CCCN1CCC(CC1)N(C(=O)Nc1cccc(c1)C(F)(F)F)Cc1cc(F)cc(c1)C(F)(F)F,-1,-1,0,505.47,35,12,0.46,10,9,1,121.64,35.58,4.49,5.96,8.77,5.53,5.7,6.09,-6.32,0.000241,4.76E-07,Poorly soluble,-6.48,0.000166,3.29E-07,Poorly soluble,-8.21,3.09E-06,6.11E-09,Poorly soluble,Low,No,Yes,No,Yes,No,Yes,Yes,-5.15,2,2,0,1,1,0.17,0,0,3,3.25
NC(=O)Cn1ncc(c1)c1[nH]c2c(c1)c(ncn2)N[C@H](c1ccc2c(c1)S(=O)(=O)CCC2)C(C)C,-1,-1,1,493.58,35,20,0.33,7,6,3,133.05,157.03,2.04,2.49,3.4,1.59,2.41,2.39,-4.43,0.0183,3.72E-05,Moderately soluble,-5.43,0.00182,3.69E-06,Moderately soluble,-7.09,4.04E-05,8.18E-08,Poorly soluble,Low,No,Yes,No,Yes,No,No,Yes,-7.54,0,2,1,1,1,0.55,0,0,1,4.41
N#Cc1ccc(cc1)C[C@H](C(=O)N1CCc2c1ccc(c2)F)NC(=O)Nc1ccc(cc1)F,-1,1,1,446.45,33,18,0.16,8,5,2,122.39,85.23,4.05,3.96,4.43,3.62,4.31,4.07,-4.98,0.00469,1.05E-05,Moderately soluble,-5.45,0.00158,3.55E-06,Moderately soluble,-8.3,2.26E-06,5.06E-09,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.21,0,0,0,0,0,0.55,0,0,3,3.54
O=C(c1ccc(c(c1)[N+](=O)[O-])N1CCNCC1)Nc1ccc(c(c1)Cl)Cl,-1,-1,1,395.24,26,12,0.24,5,4,2,110.86,90.19,2.44,3.31,2.61,2.21,1.33,2.38,-4.39,0.0162,4.10E-05,Moderately soluble,-4.88,0.00521,1.32E-05,Moderately soluble,-5.95,0.000443,1.12E-06,Moderately soluble,High,No,No,Yes,Yes,Yes,Yes,Yes,-6.36,0,0,0,0,0,0.55,0,2,1,2.79
O=C1NC[C@@H](C1)[C@H](Oc1cc(cc2c1csn2)c1cnn(c1)C)C,-1,1,-1,342.42,24,14,0.35,4,4,1,97.43,97.28,2.54,1.94,2.22,0.95,3.31,2.19,-3.35,0.152,0.000444,Soluble,-3.61,0.0846,0.000247,Soluble,-4.85,0.00486,1.42E-05,Moderately soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7.01,0,0,0,0,0,0.55,0,0,0,3.59
COc1cc2c(OCCCc3nnn(c3)[C@H]3O[C@@H](C)[C@@H]([C@H]([C@H]3OC(=O)C)OC(=O)C)OC(=O)C)c3COC(=O)c3c(c2cc1OC)c1ccc2c(c1)OCO2,0,-1,0,761.73,55,21,0.42,15,16,0,188.89,191.29,4.27,4.06,3.76,1.91,4.29,3.66,-6.41,0.000294,3.86E-07,Poorly soluble,-7.78,1.26E-05,1.65E-08,Poorly soluble,-7.95,8.65E-06,1.14E-08,Poorly soluble,Low,No,Yes,No,No,Yes,Yes,No,-8.06,2,3,2,1,3,0.17,0,1,3,6.86
CCCCCC(NCc1coc(n1)c1ccc(cc1)OCCCC)C,-1,-1,1,344.49,25,11,0.57,12,4,1,104.27,47.29,4.4,5.39,5.43,2.94,5.73,4.78,-4.91,0.00429,1.24E-05,Moderately soluble,-6.14,0.000251,7.29E-07,Poorly soluble,-7.96,3.78E-06,1.10E-08,Poorly soluble,High,Yes,No,Yes,Yes,No,Yes,Yes,-4.57,0,0,1,0,1,0.55,0,0,2,3.9
O=C(N1CC[C@@H](C1)Nc1ncccc1C(F)(F)F)OC1C2CC3CC1CC(C2)(C3)C(=O)N,-1,0,-1,452.47,32,6,0.68,7,7,2,113.33,97.55,3.18,2.8,3.98,2.71,1.98,2.93,-4.09,0.0371,8.20E-05,Moderately soluble,-4.51,0.0141,3.12E-05,Moderately soluble,-4.17,0.0309,6.84E-05,Moderately soluble,High,No,Yes,No,Yes,No,Yes,Yes,-7.07,0,0,0,0,0,0.55,0,0,1,5.9
O/N=C(/c1cccc(c1)C(NC(=O)Nc1ccc(c(c1)C(=O)N)Cl)(C)C)\C,-1,-1,1,388.85,27,12,0.21,7,4,4,105.22,116.81,2.17,2.46,3.39,2.69,2.65,2.67,-3.67,0.0836,0.000215,Soluble,-4.56,0.0108,2.77E-05,Moderately soluble,-5.83,0.000573,1.47E-06,Moderately soluble,High,No,No,No,No,Yes,No,No,-6.93,0,0,0,0,0,0.55,0,3,1,2.83
Nc1nc2c(n1c1ccccc1O)cccc2,-1,-1,1,225.25,17,15,0,1,2,2,67.5,64.07,1.71,2.39,2.32,2.02,1.28,1.94,-3.33,0.106,0.000469,Soluble,-3.38,0.0946,0.00042,Soluble,-3.68,0.0475,0.000211,Soluble,High,Yes,Yes,Yes,Yes,No,Yes,No,-5.98,0,0,0,0,0,0.55,0,0,1,1.9
N#Cc1ccc(cc1C(F)(F)F)NC(=O)[C@](CSc1cccc(c1)C(F)(F)F)(O)C,0,-1,-1,448.38,30,12,0.26,8,9,2,97.53,98.42,3.03,4.36,7.19,3.89,5.14,4.72,-5.13,0.00329,7.33E-06,Moderately soluble,-6.14,0.000323,7.20E-07,Poorly soluble,-7.03,4.21E-05,9.40E-08,Poorly soluble,Low,No,No,No,Yes,Yes,Yes,Yes,-5.94,0,1,0,1,0,0.55,0,0,3,3.47
CCc1ccc(cc1)n1cnn(c1=O)Cc1cc(C)c(c(c1)C)OC(C(=O)O)(C)C,0,-1,-1,409.48,30,17,0.35,7,5,1,116,86.35,3.26,4.31,3.5,2.99,3.65,3.54,-5.05,0.00364,8.88E-06,Moderately soluble,-5.84,0.000596,1.46E-06,Moderately soluble,-5.98,0.000433,1.06E-06,Moderately soluble,High,No,No,No,Yes,Yes,No,No,-5.74,0,0,0,0,0,0.56,0,0,2,3.24
COc1nc(nc(n1)N1CCOCC1)c1ccc(cc1)NC(=O)Nc1ccc(cc1)C(=O)N(CCN(C)C)C,-1,0,1,534.61,39,18,0.37,12,8,2,151.42,125.05,4.15,2.08,1.9,1.13,1.29,2.11,-4.01,0.0517,9.67E-05,Moderately soluble,-4.34,0.0247,4.62E-05,Moderately soluble,-7.05,4.72E-05,8.83E-08,Poorly soluble,High,No,Yes,No,Yes,Yes,No,Yes,-8.08,2,3,1,0,0,0.17,0,0,2,4
COc1ccc(nc1)N1c2nc(ncc2CN(C1=O)c1c(C)cccc1Cl)Nc1ccc(cc1)N1CCN(CC1)C,0,-1,0,571.07,41,24,0.27,6,6,1,174.78,89.96,4.25,4.63,3.94,2.87,2.79,3.7,-6.33,0.000264,4.63E-07,Poorly soluble,-6.24,0.000325,5.69E-07,Poorly soluble,-9.03,5.32E-07,9.31E-10,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.5,1,3,0,0,0,0.55,1,0,2,4.38
